STATION,STATION_NAME,DATE,PRCP,TMAX,TMIN,TOBS
GHCND:USC00040693,BERKELEY CA US,20161026,0.00,70,54,59
GHCND:USC00040693,BERKELEY CA US,20161027,0.50,75,54,63
GHCND:USC00040693,BERKELEY CA US,20161028,0.41,66,57,64
GHCND:USC00040693,BERKELEY CA US,20161029,0.02,66,58,-9999
GHCND:USC00040693,BERKELEY CA US,20161030,0.81,73,55,-9999
GHCND:USC00040693,BERKELEY CA US,20161031,0.02,65,52,58
GHCND:USC00040693,BERKELEY CA US,20161101,0.12,66,51,56
GHCND:USC00040693,BERKELEY CA US,20161102,0.00,67,47,-9999
GHCND:USC00040693,BERKELEY CA US,20161103,0.00,72,50,59
GHCND:USC00040693,BERKELEY CA US,20161104,0.00,72,53,59
GHCND:USC00040693,BERKELEY CA US,20161105,0.00,74,50,-9999
GHCND:USC00040693,BERKELEY CA US,20161106,0.00,67,56,-9999
GHCND:USC00040693,BERKELEY CA US,20161107,0.00,69,54,-9999
GHCND:USC00040693,BERKELEY CA US,20161108,0.00,71,55,64
GHCND:USC00040693,BERKELEY CA US,20161109,0.00,77,53,63
GHCND:USC00040693,BERKELEY CA US,20161110,0.00,79,55,66
GHCND:USC00040693,BERKELEY CA US,20161111,0.00,78,56,-9999
GHCND:USC00040693,BERKELEY CA US,20161112,0.00,71,56,-9999
GHCND:USC00040693,BERKELEY CA US,20161113,0.00,72,52,-9999
GHCND:USC00040693,BERKELEY CA US,20161114,0.00,70,52,59
GHCND:USC00040693,BERKELEY CA US,20161115,0.01,68,51,60
GHCND:USC00040693,BERKELEY CA US,20161116,0.00,64,44,54
GHCND:USC00040693,BERKELEY CA US,20161117,0.00,62,41,48
GHCND:USC00040693,BERKELEY CA US,20161118,0.00,62,43,-9999
GHCND:USC00040693,BERKELEY CA US,20161119,0.63,66,52,-9999
GHCND:USC00040693,BERKELEY CA US,20161120,0.00,58,51,-9999
GHCND:USC00040693,BERKELEY CA US,20161121,0.00,60,47,-9999
GHCND:USC00040693,BERKELEY CA US,20161122,0.29,62,44,-9999
GHCND:USC00040693,BERKELEY CA US,20161123,0.00,60,44,-9999
GHCND:USC00040693,BERKELEY CA US,20161124,0.00,60,41,-9999
GHCND:USC00040693,BERKELEY CA US,20161125,0.00,61,43,-9999
GHCND:USC00040693,BERKELEY CA US,20161126,0.39,59,47,-9999
GHCND:USC00040693,BERKELEY CA US,20161127,0.13,54,44,-9999
GHCND:USC00040693,BERKELEY CA US,20161128,0.02,59,46,-9999
GHCND:USC00040693,BERKELEY CA US,20161129,0.00,60,41,-9999
GHCND:USC00040693,BERKELEY CA US,20161130,0.01,61,43,51
GHCND:USC00040693,BERKELEY CA US,20161201,0.00,55,41,52
GHCND:USC00040693,BERKELEY CA US,20161202,0.00,60,45,51
GHCND:USC00040693,BERKELEY CA US,20161203,0.00,63,44,-9999
GHCND:USC00040693,BERKELEY CA US,20161204,0.00,63,44,-9999
GHCND:USC00040693,BERKELEY CA US,20161205,0.02,63,44,52
GHCND:USC00040693,BERKELEY CA US,20161206,0.01,55,39,47
GHCND:USC00040693,BERKELEY CA US,20161207,0.25,56,40,47
GHCND:USC00040693,BERKELEY CA US,20161208,0.85,51,43,51
GHCND:USC00040693,BERKELEY CA US,20161209,0.19,58,49,58
GHCND:USC00040693,BERKELEY CA US,20161210,1.63,62,56,-9999
GHCND:USC00040693,BERKELEY CA US,20161211,0.00,60,42,-9999
GHCND:USC00040693,BERKELEY CA US,20161212,0.00,52,44,49
GHCND:USC00040693,BERKELEY CA US,20161213,0.02,55,46,53
GHCND:USC00040693,BERKELEY CA US,20161214,0.16,59,50,58
GHCND:USC00040693,BERKELEY CA US,20161215,2.66,62,55,59
GHCND:USC00040693,BERKELEY CA US,20161216,0.00,59,42,48
GHCND:USC00040693,BERKELEY CA US,20161217,0.00,54,35,-9999
GHCND:USC00040693,BERKELEY CA US,20161218,0.00,52,33,-9999
GHCND:USC00040693,BERKELEY CA US,20161219,0.00,52,35,47
GHCND:USC00040693,BERKELEY CA US,20161220,0.00,56,39,46
GHCND:USC00040693,BERKELEY CA US,20161221,0.00,60,45,-9999
GHCND:USC00040693,BERKELEY CA US,20161222,0.00,63,42,49
GHCND:USC00040693,BERKELEY CA US,20161223,0.80,62,43,49
GHCND:USC00040693,BERKELEY CA US,20161224,0.00,51,36,-9999
GHCND:USC00040693,BERKELEY CA US,20161225,0.00,52,35,-9999
GHCND:USC00040693,BERKELEY CA US,20161226,0.00,52,40,-9999
GHCND:USC00040693,BERKELEY CA US,20161227,0.00,52,37,-9999
GHCND:USC00040693,BERKELEY CA US,20161228,0.00,57,38,-9999
GHCND:USC00040693,BERKELEY CA US,20161229,0.00,61,42,-9999
GHCND:USC00040693,BERKELEY CA US,20161230,0.00,63,41,-9999
GHCND:USC00040693,BERKELEY CA US,20161231,0.00,60,42,-9999
GHCND:USC00040693,BERKELEY CA US,20170101,0.00,54,42,-9999
GHCND:USC00040693,BERKELEY CA US,20170102,0.10,53,41,-9999
GHCND:USC00040693,BERKELEY CA US,20170103,1.01,53,45,-9999
GHCND:USC00040693,BERKELEY CA US,20170104,1.00,56,48,-9999
GHCND:USC00040693,BERKELEY CA US,20170105,0.00,53,37,-9999
GHCND:USC00040693,BERKELEY CA US,20170106,0.00,50,34,-9999
GHCND:USC00040693,BERKELEY CA US,20170107,0.84,52,41,-9999
GHCND:USC00040693,BERKELEY CA US,20170108,2.01,58,52,-9999
GHCND:USC00040693,BERKELEY CA US,20170109,0.39,60,49,-9999
GHCND:USC00040693,BERKELEY CA US,20170110,2.10,56,50,54
GHCND:USC00040693,BERKELEY CA US,20170111,0.02,58,47,52
GHCND:USC00040693,BERKELEY CA US,20170112,0.28,55,43,-9999
GHCND:USC00040693,BERKELEY CA US,20170113,0.00,52,37,46
GHCND:USC00040693,BERKELEY CA US,20170114,0.00,57,38,-9999
GHCND:USC00040693,BERKELEY CA US,20170115,0.00,57,38,-9999
GHCND:USC00040693,BERKELEY CA US,20170116,0.00,56,39,-9999
GHCND:USC00040693,BERKELEY CA US,20170117,0.00,56,38,46
GHCND:USC00040693,BERKELEY CA US,20170118,1.07,55,44,51
GHCND:USC00040693,BERKELEY CA US,20170119,0.05,52,47,52
GHCND:USC00040693,BERKELEY CA US,20170120,1.00,57,45,50
GHCND:USC00040693,BERKELEY CA US,20170121,0.58,52,43,-9999
GHCND:USC00040693,BERKELEY CA US,20170122,1.29,55,45,-9999
GHCND:USC00040693,BERKELEY CA US,20170123,0.45,55,40,45
GHCND:USC00040693,BERKELEY CA US,20170124,0.00,52,41,45
GHCND:USC00040693,BERKELEY CA US,20170125,0.00,54,39,47
GHCND:USC00040693,BERKELEY CA US,20170126,0.00,56,43,48
GHCND:USC00040693,BERKELEY CA US,20170127,0.00,58,42,-9999
GHCND:USC00040693,BERKELEY CA US,20170128,0.00,61,43,-9999
GHCND:USC00040693,BERKELEY CA US,20170129,0.00,64,41,-9999
GHCND:USC00040693,BERKELEY CA US,20170130,0.00,65,41,52
GHCND:USC00040693,BERKELEY CA US,20170131,0.00,69,41,49
